$id	$ref	$version	$task	$status	$status_detail	$created_date	$entry_date	$owner	$follow_up_date	$phone	$timezone	$caller_id	$source	$comment	$error	$call_order	Telefonnummer	ansprache	Titel	vorname	nachname	firma	strasse	adresszusatz	plz	ort	email	url	info_1	info_2	info_3	info_4	info_5	HOT_LEAD	Sales_Pitch	notiz	Wiedervorlagenart	Geprüfte_Email	Geprüfte_Anrede	AP_Vorname	AP_Nachname	AP_Funktion	Datum_bei_Termin	Termin_Uhrzeit	Number_Type	Number_Found_At	Beschreibung	Kategorie	Industry	Description	Key_Resonating_Themes	Matched_Partner_Name	Matched_Partner_Description	is_b2b	serves_1000	matched_golden_partner	match_reasoning	Avg_Leads_Per_Day	Rank	Branche_pitch	Lead_Pitch	id	customer_target_segments	$$anrufen_task	$$anrufen_user	$$anrufen_date	$$anrufen_status	$$anrufen_status_detail	$$call_task	$$call_user	$$call_date	$$call_status	$$call_status_detail	$$manuav_task	$$manuav_user	$$manuav_date	$$manuav_status	$$manuav_status_detail	$recording	$recording_url	$share
32YYKNKDCU25NEUQ		ALGKAXGM7YEG8L4Z	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+4975199723048	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 751 99 72 30 48					Shiftbase						shiftbase.com	Personalplanung																		Plattform für Mitarbeitereinsatzplanung, Zeiterfassung und Vertragsmanagement im Gesundheitswesen.																											manuav_a_liste		2025-05-26T13:34:57.844Z	open	$none			
37KH8FS8NYLH9ANN		ZTC6B9EST9SE4QGR	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+41555112222	Europe/Zurich		Adressrecherche_Edel_Anna_Alt.csv				0041 55 511 22 22					Smino						www.smino.com																			Cloudbasierte Bauprojektplattformen für Architekten, GU und Bauherren mit Fokus auf Kommunikation, Mängel- und Dokumentenmanagement.																											manuav_a_liste		2025-05-26T13:40:18.440Z	open	$none			
37YQ58C6G6ZBYH9Y		CN69AT3MEK8A4RFX	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+41445853980	Europe/Zurich		Adressrecherche_Edel_Anna_Alt.csv				0041 44 585 39 80					Staffcloud AG						staff.cloud																			Bietet eine flexible Einsatzplanungslösung für das Gesundheitswesen, die interaktive Planung und Einbeziehung der Mitarbeiter ermöglicht.																											manuav_a_liste		2025-05-26T13:40:23.341Z	open	$none			
38Z8XKPRAMZ22TY2		JZ6BJYDG2PS44ZMG	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+43501450	Europe/Vienna		Adressrecherche_Edel_Anna_Alt.csv				0043 50145 0					Quehenberger logistics						https://www.quehenberger.com/de																			Internationaler Full-Service-Logistikanbieter mit Schwerpunkt auf maßgeschneiderten Transport- und Logistiklösungen.																											manuav_a_liste		2025-05-26T13:39:54.620Z	open	$none			
39JUNAGGFGRFNHD8		8XJ62EPYVXGL4QJF	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+4973927020	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 7392 702 0					Uhlmann Pac-Systeme GmbH & Co. KG						www.uhlmann.de																			Deutscher Hersteller von Maschinen für das Verpacken und Kartonieren von Pharmazeutika, spezialisiert auf Blisterverpackungen für feste und flüssige Arzneimittel.																											manuav_a_liste		2025-05-26T13:39:51.387Z	open	$none			
3AEEC37Z2PKSNNJV		HTCYRRJHJ6Q3GTEE	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+41719551111	Europe/Zurich		Adressrecherche_Edel_Anna_Alt.csv				0041 71 955 11 11					SÜDPACK Medica AG						www.suedpack-medica.com																			Schweizer Unternehmen, das mit PharmaGuard® eine recycelbare Blisterverpackungslösung entwickelt hat, die mehrfach ausgezeichnet wurde.																											manuav_a_liste		2025-05-26T13:39:53.070Z	open	$none			
3CJ4YA3VN5ZDHZEK		3AL8C5F2E3TV46LF	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+41712283811	Europe/Zurich		Adressrecherche_Edel_Anna_Alt.csv				0041 71 228 38 11					Maestrani Schweizer Schokoladen AG						maestrani.ch																			Schweizer Schokoladenhersteller mit über 170 Jahren Tradition, bietet Private-Label-Lösungen für Geschäftspartner.																											manuav_a_liste		2025-05-26T13:39:54.492Z	open	$none			
3CSFLT94DS6QHYJC		ZYKF28VMYZLKX4TA	manuav_a_liste	open	$none	2025-06-02T14:09:44.678Z	2025-06-02T14:09:44.678Z			+4973529250200	Europe/Berlin		A-Liste_001_AS80_ddc_20250530.csv				+4973529250200					Faller Packaging						faller-packaging.com																					Pharma-Verpackung	Bietet nachhaltige, digitalisierte Verpackungslösungen für die Pharmaindustrie, einschließlich Smart Packaging mit App-Anbindung.																								manuav_a_liste		2025-06-02T14:09:45.240Z	open	$none			
3CWSN55X7Z5Q4G7W		PVLJSADF6R8D8LJR	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+4319971538	Europe/Vienna		Adressrecherche_Edel_Anna_Alt.csv				0043 1 997 15 38					Airskin						https://www.airskin.io/																			Entwickelt Sicherheitslösungen für Industrieroboter, insbesondere drucksensitive Schutzabdeckungen, die eine sichere Mensch-Roboter-Kollaboration ermöglichen.																											manuav_a_liste		2025-05-26T13:39:57.064Z	open	$none			
3DHQDCNHC8ZFFEMY		NT2HKC4RP8ABJ4WF	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+4956182795190	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 561 82795190					kanzleidrive						https://kanzleidrive.de																			KanzleiDrive ist eine All-in-One-Plattform, die speziell für Steuerkanzleien entwickelt wurde, um Arbeitsabläufe zu digitalisieren und zu optimieren. Die Plattform bietet Funktionen wie DSGVO-konforme Dokumentenbereitstellung, digitale Signaturen, automatisiertes KYC-Mandanten-Onboarding und effektives Aufgabenmanagement.																											manuav_a_liste		2025-05-26T13:40:08.189Z	open	$none			
3DSDBL96JMLKLQZB		ZBSYVEM7FNXZCCFZ	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+49303999440	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 30 399 944 0					GeoCon Software GmbH						geocon.de																			Bietet mit GeoCon Dienstplan eine Lösung für die Personaleinsatzplanung im Gesundheitswesen, die individuelle Organisationsstrukturen abbildet.																											manuav_a_liste		2025-05-26T13:40:23.767Z	open	$none			
3ESZJQQPKL4GW26N		GMNS8S4A88QL9UWB	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+4980244686980	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 8024 46869 80					CannaXan Pharma GmbH						cannaxan.de	Pharmazeutischer Großhandel																		Spezialisiert auf Cannabisextrakte.																											manuav_a_liste		2025-05-26T13:34:49.460Z	open	$none			
3K3KTLPUN8JBTR6H		Q5DFVTQVPKGV3DF9	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+4933196809237	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 331 96 80 92 37					Voize						https://www.voize.de																			​Die voize GmbH bietet eine innovative Lösung für die Pflegedokumentation mittels Spracheingabe an. Pflegekräfte können mit der voize-App Dokumentationen direkt am Smartphone einsprechen, wobei die App automatisch strukturierte Pflegeberichte, Vitaleinträge und Bewegungsprotokolle erstellt und diese nahtlos in das bestehende Dokumentationssystem überträgt.																											manuav_a_liste		2025-05-26T13:40:10.869Z	open	$none			
3LQJYVAK6X4GBSL4		X34X59HVDJ5PZCUA	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+493081872600	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 30 81 87 26 00					Berlin Heart						berlinheart.de	Medizintechnik / Kardiologie																		Hersteller von Herzunterstützungssystemen für Kinder und Erwachsene mit schwerem Herzversagen.																											manuav_a_liste		2025-05-26T13:34:52.037Z	open	$none			
3MC82QL3KSKUSRQD		LW7K9LTB2W6XJ72Z	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+41414558800	Europe/Zurich		Adressen A 22.05.25 (1).csv				0041 41 455 88 00					Perlen Packaging AG						perlenpackaging.com	Pharma-Verpackungen																		Spezialisiert auf pharmazeutische Blisterverpackungen mit Fokus auf Nachhaltigkeit.																											manuav_a_liste		2025-05-26T13:34:46.507Z	open	$none			
3MY24K4UQM8268SB		T7YGSWKJFGDTRT97	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+4941069769810	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 4106 97 69 810					medizinalhanf GmbH						medizinalhanf.gmbh	Pharmazeutischer Großhandel																		GDP-zertifizierter Großhändler für medizinisches Cannabis.																											manuav_a_liste		2025-05-26T13:34:48.192Z	open	$none			
3PSQCCUF6GT7H2XL		SQE6WXAWRSEVFMXK	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+4960275080	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 60 27 50 80					Schwind						https://www.eye-tech-solutions.com/de																			Eye-Tech-Solutions (ETS) ist spezialisiert auf den Vertrieb und die Wartung von medizinischen Geräten für die Augenheilkunde. Das Unternehmen richtet sich ausschließlich an Fachärzte, Augenkliniken und OP-Zentren																											manuav_a_liste		2025-05-26T13:40:12.043Z	open	$none			
47536GP9R9K7ZUJQ		KY94V86SA4JJ7D8A	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+498131618660	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 8131 618660					doc tresor						https://doctresor.de																			docTresor ist eine digitale Plattform, die speziell für Steuerkanzleien entwickelt wurde, um einen sicheren und effizienten Datenaustausch mit Mandanten, Banken und Prüfern zu ermöglichen. Die Lösung bietet Funktionen wie DSGVO-konforme Dokumentenübertragung, automatische E-Mail-Benachrichtigungen bei Datei-Uploads und eine benutzerfreundliche Drag-&-Drop-Technologie für den Upload großer Dateien. Alle Daten werden mit einer 256-Bit-AES-Verschlüsselung auf deutschen Servern gespeichert, um höchste Sicherheitsstandards zu gewährleisten.																											manuav_a_liste		2025-05-26T13:40:08.448Z	open	$none			
4FUGY2PHL7ZHRRJP		GFSDMBXDP42JBP67	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+4971113170	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 711 13170					Drees & Sommer SE						www.dreso.com																			Beratungs-, Planungs- und Projektmanagementunternehmen für Bau und Immobilien mit Schwerpunkt auf digitale und nachhaltige Lösungen.																											manuav_a_liste		2025-05-26T13:40:17.356Z	open	$none			
4FWQPUE4G2R8XFRM		2H3R7GS6V6Y39G4Y	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+492614509820	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 261 45 09 820					ADREXpharma GmbH						adrexpharma.com	Pharmazeutischer Großhandel																		Anbieter von Cannabisblüten, -extrakten und Dronabinol.																											manuav_a_liste		2025-05-26T13:34:48.940Z	open	$none			
4GD25LGGYKL6RBQ4		GRNVZZFK69YR4TRF	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+498971692500	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 89 7169 2500					Navis						www.navvis.com																			Digitale Vermessungslösungen für industrielle oder baunahe Anwendungsfälle mit 3D-Modellen.																											manuav_a_liste		2025-05-26T13:40:16.402Z	open	$none			
4KGT6XQ25G6MR2ZM		XKKFKTB538JMKNVS	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+49735292501	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 7352 925 01					Südpack						https://www.suedpack.com/																			SÜDPACK ist ein führender Hersteller von hochwertigen Folienverpackungslösungen																											manuav_a_liste		2025-05-26T13:39:56.383Z	open	$none			
4PZQ7V8YFVQQ5EDM		NQ4KNBXABR7V3Z6C	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+493012086497	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 30 12086497					Lumenaza						www.lumenaza.de																			Lumenaza ist ein Energie-IT-Dienstleister, der Stromversorgern und Stadtwerken Softwarelösungen für den Betrieb moderner Stromprodukte bietet. Der Fokus liegt auf dezentraler Energie, grünem Strom, dynamischen Tarifen, Mieterstrom sowie White-Label-Lösungen.																											manuav_a_liste		2025-05-26T13:40:16.002Z	open	$none			
4Q9KS8APJW9UKVNL		4ZYMKNTMPHFWCG36	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+4920915756572	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 209 15 75 65 72					STARPLANT Pharma GmbH						starplant.de	Pharmazeutischer Großhandel																		GDP-zertifizierter Großhandel für Medizinal-Cannabis.																											manuav_a_liste		2025-05-26T13:34:48.493Z	open	$none			
4R3FD4892LEVTRFG		XRF2NSSXVA2DL4TB	manuav_a_liste	open	$none	2025-06-02T14:09:44.678Z	2025-06-02T14:09:44.678Z			+51178094370	America/Lima		A-Liste_001_AS80_ddc_20250530.csv				+51178094370					Chocolats-de-luxe.de						https://www.chocolats-de-luxe.de																					Premium Schokolade	Europas großer Onlinehandel für exklusive Schokoladen und Pralinen, B2B-Geschenkservice.																								manuav_a_liste		2025-06-02T14:09:51.101Z	open	$none			
4SMMTVUUR99GFHXC		Q6D8PMNMUYF34VPH	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+4924045959320	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 2404 59 59 320					Terra meta						https://www.terrameta.de/																			Spezialisiert auf maßgeschneiderte 3D-Vermessung und 3D-Scan-Services für Architektur, Industrie und Denkmalpflege.																											manuav_a_liste		2025-05-26T13:39:52.303Z	open	$none			
4U7JUMZSNVEWHEKE		LTK9KG4JLDGYMJPB	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+4926239640	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 2623 964 0					rowa						rowa.de																			Becton Dickinson Rowa Germany GmbH spezialisiert sich auf automatisierte Warenlager- und Kommissioniersysteme für Apotheken und Krankenhäuser. Das Unternehmen bedient ausschließlich Geschäftskunden im Gesundheitssektor																											manuav_a_liste		2025-05-26T13:40:02.832Z	open	$none			
55ZSZ57W4S5RLET9		SGBBG7WPAX2VBCPN	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+41444301144	Europe/Zurich		Adressrecherche_Edel_Anna_Alt.csv				0041 44 430 11 44					Nextesy						https://nextesy.com/de/																			​(wünschen keine Werbung übers Telefon, aber ist denke ich trotzdem interresant) Nextesy ist ein Schweizer KI-Startup, das eine All-in-One-Softwarelösung zur Automatisierung von Geschäftsprozessen wie Rechnungsstellung, Buchhaltung und Dokumentenmanagement für KMUs und Treuhänder anbietet. Gegründet im September 2023 in Zürich, hat das Unternehmen im Februar 2025 eine Pre-Seed-Finanzierung von 3,3 Millionen Franken erhalten, angeführt von Fifth Quarter Ventures. Nextesy ist Partner-Startup des ETH AI Center und des LMU Instituts für KI im Management.																											manuav_a_liste		2025-05-26T13:39:50.914Z	open	$none			
58CBX7W2R2HVMSHN		L6L67UVPQWYB387N	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+4989431840	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 89 43 18 40					Noventi Health SE						noventi.de	Gesundheits-IT																		Bietet Software und Finanzdienstleistungen für Apotheken.																											manuav_a_liste		2025-05-26T13:34:48.847Z	open	$none			
5ADBPHZ4MMY96S65		XGLHNLQCXV6GJCJS	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+493023320138	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 30 23 32 01 38					Afidera GmbH						afidera.com	Medizintechnik – Ophthalmologie / Augenchirurgie																		Die Afidera GmbH ist ein Berliner Unternehmen, das sich auf Produkte und Dienstleistungen für die Augenchirurgie spezialisiert hat. Das Portfolio umfasst Intraokularlinsen, Geräte zur Diagnostik und Behandlung des trockenen Auges sowie OP-Sets.																											manuav_a_liste		2025-05-26T13:34:53.607Z	open	$none			
5ARH6KVRDDWXUWN4		K29GWCE836XTYQXL	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+496436944930	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 6436 944 93 0					ARTZT						https://artzt.eu/	Medizintechnik / Therapiebedarf																		Anbieter von Trainings-, Therapie- und Reha-Produkten																											manuav_a_liste		2025-05-26T13:34:55.489Z	open	$none			
5H8XZRW8AQA9UGZ7		AH5EHJPD5KZX2K3X	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+4921117607080	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 211 17 60 70 80					Kowa Medical Care Europe GmbH						kowamedical.com	Medizintechnik – Ophthalmologie / Augenchirurgie																		Kowa Medical Care Europe GmbH mit Sitz in Düsseldorf ist die europäische Tochter des japanischen Kowa-Konzerns. Das Unternehmen bietet seit 1962 hochwertige ophthalmologische Diagnostiklösungen an, darunter Funduskameras, Spaltlampen, Tonometer und Perimeter. Kowa zeichnet sich durch exzellente Bildqualität, intuitive Bedienung und langjährige Erfahrung aus.																											manuav_a_liste		2025-05-26T13:34:54.164Z	open	$none			
5H9X9C9BG3JWSTHH		KXLACUX99FMKMU3Y	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+4962197683800	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 621 97 68 38 00					IRIDEX Europe GmbH						iridex.de	Medizintechnik – Ophthalmologie / Augenchirurgie																		Die IRIDEX Europe GmbH mit Sitz in Mannheim ist die europäische Tochtergesellschaft des US-amerikanischen Medizintechnikunternehmens IRIDEX Corporation. Das Unternehmen entwickelt und vertreibt innovative Lasersysteme für die Behandlung von Netzhaut- und Glaukomerkrankungen. Zu den Hauptprodukten zählen das Cyclo G6® Glaukom-Lasersystem, das IQ577® Laser System und das TxCell™ Multi Spot Scanning Laser Modul. IRIDEX ist bekannt für seine patentierte MicroPulse® Technologie, die eine schonende und effektive Behandlung ermöglicht.																											manuav_a_liste		2025-05-26T13:34:54.065Z	open	$none			
5KYHH63MCPJEVKTN		HEMHJBAP3QZNVF7J	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+49838992060	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 8389 92 060					A&D pack						https://www.adpack.eu/																			Die A&D Verpackungsmaschinenbau GmbH mit Sitz in Weißensberg, Deutschland, ist ein international tätiger Experte für Verpackungslinien. Das Unternehmen bietet umfassende Dienstleistungen in den Bereichen Beratung, Entwicklung, Produktion, Aufbau und Service für kundenspezifische Anlagen an. Das Produktportfolio umfasst unter anderem Tiefziehmaschinen, Siegelmaschinen, Füller, Schneider und Sondermaschinen.																											manuav_a_liste		2025-05-26T13:40:10.079Z	open	$none			
5LF8C7N4YPTWYSJB		LZXTLC9DQVH9JT25	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+4979306010	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 7930 6010					Hoffmans						https://www.hofmanns.de/																			Hofmann’s ist ein Anbieter von Premium-Fertiggerichten und Menüservices – mit Schwerpunkt auf Mittagessen für Unternehmen, soziale Einrichtungen, Kliniken, Pflegeheime und Schulen. Produziert wird in einer eigenen Manufaktur, geliefert wird gekühlt oder tiefgekühlt.																											manuav_a_liste		2025-05-26T13:39:57.366Z	open	$none			
5LT5AAU9N8XLQ78Y		8SBN2AG5A8SCJ65D	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+41414558888	Europe/Zurich		Adressrecherche_Edel_Anna_Alt.csv				0041 41 455 88 88					Perlen Packaging AG						www.perlenpackaging.com																			Schweizer Unternehmen spezialisiert auf die Herstellung von Blisterfolien für pharmazeutische Verpackungen mit internationaler Präsenz.																											manuav_a_liste		2025-05-26T13:39:52.802Z	open	$none			
5MVNUDVVGM8T858Q		X8H9BAQGHPCW7MKL	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+492086900315	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 208 69 00 315					ADV						https://apo-edv.de/																			Bietet Lösungen für verschiedene Akteure im Gesundheitswesen, einschließlich Apotheken, und unterstützt bei der digitalen Transformation.																											manuav_a_liste		2025-05-26T13:39:49.017Z	open	$none			
