Company;# Employees;Industry;Website;Company Linkedin Url;Company Street;Company City;Company State;Company Country;Company Postal Code;Company Address;Keywords;Company Phone;Short Description;model_score;confidence;reasoning;cost_usd;token_cost_usd;web_search_calls;service_tier;model;run_id
Smoothr (Sterlix GmbH);33;information technology & services;http://www.smoothr.de;http://www.linkedin.com/company/sterlix;38 Christstrasse;Berlin;Berlin;Germany;14059;38 Christstrasse, Berlin, Berlin, Germany, 14059;smart recognition technology, order management, multi-location deployment, automated inventory control, customized software, self-checkout, business process automation, ai-powered upselling, technology, real-time analytics, drive-in digital signage, loyalty program, inventory synchronization, hardware integration, order confirmation system, real-time content management, ai-driven vending, customized user interfaces, software development, dynamic menu boards, interactive digital signage, retail, automated stock updates, integrated delivery management, multi-platform availability, customer data insights, autonomous product sales, order automation, end-to-end solutions, cloud backend, customer loyalty, mobile ordering, customer engagement, self-ordering-terminals, ai vending, hardware hardware options, platform integration, digital menu boards, digital signage, multi-channel order routing, automated price management, delivery platform integration, foodservice, hospitality, dynamic content scheduling, b2b, b2b2c, e-commerce, d2c, services, computer systems design and related services, customer retention, business intelligence, information technology & services, leisure, travel & tourism, consumer internet, consumers, internet, analytics;'+49 30 31196544;"Wir sind die Abkürzung in Ihrer Digitalisierung! 

Da die Herausforderungen in der Gastronomie wachsen,
wird die Digitalisierung für aufstrebende Gastronomieketten ebenso unverzichtbar wie die Ausstattung Ihrer Küche.
Wir liefern hochmoderne und anpassungsfähige Software - und Hardwarelösungen, die Restaurantketten von Heute mit der Technologie von Morgen ausstatten.";8.5;high;"German B2B provider of self-ordering, drive-in and checkout solutions for restaurants and hospitality, with clear ICP, strong DACH presence and 10+ countries. Solutions are hardware+software, multi-site rollouts, and measurable revenue uplift, implying solid ACV and recurring value. Onboarding is standardized (6 weeks avg) and phone pitch to restaurant groups is clear. Competitive but focused niche; overall an attractive Manuav target.";0.015036;0.005036;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
iComps GmbH - Vermögenscontrolling & Vermögensreporting Software;30;banking;http://www.icomps.de;http://www.linkedin.com/company/icomps-gmbh;1 Am Kurpark;Bad Schwalbach;Hesse;Germany;65307;1 Am Kurpark, Bad Schwalbach, Hesse, Germany, 65307;digital asset management, buchhaltung, stiftungen, saas, asset management software, steuerreporting, finanzbuchhaltung, family office, vermoegenscontrolling, vermoegensreporting, fund look through, kunden- und portfoliodashboards, immobilienanalyse, risikoanalyse, kundenmanagement, datenexport, vermögensmanagement, plattformlösung, automatisierte finanzberichte, fintech, kundenkommunikation, widgets, portfoliomanagement-tools, asset management, reporting, mehrwährungsfähigkeit, cloud software, kundenportal, portfolio management, finanzsoftware, vermögensverwaltung, datenanalyse, transaktionsdaten, immobilienanalyse dashboard, multisprachigkeit, investment management, analyse-tools, automatisierte buchhaltung, regelreporting, software development, risikoanalyse widget, financial services, dashboards, immobilienmanagement, widget für geschlossene fonds, datenintegration, reporting-software, vermögenscontrolling, finanzcontrolling, b2b, services, securities and commodity contracts intermediation and brokerage, wealth management, real estate management, financial reporting, accounting, computer software, information technology & services, finance technology;'+49 6124 72490;"iComps GmbH ist im deutschsprachigen Raum einer der führenden Anbieter für Online-Lösungen im Bereich Vermögenscontrolling und -Reporting.

Vermögensverwalter und Family Offices vertrauen auf die langjährige Expertise des Unternehmens, das höchste Qualitätsanforderungen erfüllt und den vertraulichen Umgang mit Kundendaten sicherstellt.

iComps GmbH unterstützt Kunden mit einer eigenen Plattform-Lösung und übernimmt auf Wunsch Geschäftsprozesse, die Kunden auf Basis eines modularen Outsourcing-Konzeptes detailliert und individuell auslagern können.
Dazu gehören Transaktionserfassung, Abrechnungskontrolle, Marktgerechtigkeitsprüfung oder Verlustschwellenreporting.

Durch einen 24/7-verfügbaren Online-Zugang behalten Kunden selbst bei einem Komplett-Outsourcing die durchgängige Kontrolle über ihre Daten.

Seit 1996 unterstützen wir Banken, Family Offices, Treuhandgesellschaften und Vermögensverwaltungen dabei, ihre Leistungsqualität bei der Betreuung vermögender Privatkunden zu verbessern.

Weitere Informationen finden Sie im Internet unter http://iComps.de";8.3;high;"German fintech B2B SaaS providing asset management, reporting and controlling software for banks, family offices and wealth managers, headquartered in Bad Schwalbach. Strong DACH focus, 50+ employees and long operating history since 1996 signal maturity and onboarding capacity. High-value financial clients and likely high ACV make outbound economics attractive; niche but sizable DACH TAM in financial services. Clear value prop around digital asset reporting gives good phone pitch potential with low risk profile.";0.015109;0.005109;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
emmtrix Technologies GmbH;12;information technology & services;http://www.emmtrix.com;http://www.linkedin.com/company/emmtrix-technologies-gmbh;4-12 Erbprinzenstrasse;Karlsruhe;Baden-Wuerttemberg;Germany;76133;4-12 Erbprinzenstrasse, Karlsruhe, Baden-Wuerttemberg, Germany, 76133;embedded systems, multi, manycore cpus, vector processors, gpus, dsps, interactive workflow, functional safety, iso 26262, do178c, code conversion, code optimization, matlab, octave, scilab, c, performance estimation, static code analysis, dependency analysis, compiler, sourcetosource compiler, simulink, code generation, embedded software products, hardware acceleration, multicore parallelization, model-based code generation, automotive, vector hardware optimization, embedded systems optimization, industrial automation, safety standards compliance, aerospace, simulink integration, compiler technology, safety-critical software, vector processing, c++ to c conversion, parallel software development, code vectorization, autosar support, continuous integration support, b2b, consulting, services, engineering services, workflow automation, technology consulting, embedded hardware & software, hardware, information technology & services, mechanical or industrial engineering, aviation & aerospace, management consulting;'+49 721 98614565;"emmtrix Technologies GmbH is a German company founded in 2016, originating as a spin-off from the Karlsruhe Institute of Technology (KIT). The company specializes in developing automation tools for embedded software development, with a focus on static performance analysis, code optimization, and safe parallelization of multicore systems. Their technology stems from the European FP7-Project ALMA, which aimed at enhancing performance in embedded systems.

The product portfolio includes emmtrix Parallel Studio, which supports various programming languages for parallelizing applications, and emmtrix Code Generator, designed for generating optimized code. In 2023, they introduced emmtrix Studio, a framework that combines tools for static code analysis and optimization, including the Performance Estimator, Dependency Analyzer, and Code Vectorizer. These tools help developers improve code performance and maintain compliance with safety standards like ISO 26262 and DO-178C, particularly in the automotive and avionics sectors.

emmtrix Technologies is also engaged in European research projects and has established partnerships, including a collaboration with Digital Future Software Co. Ltd in China. The company is dedicated to simplifying embedded software development and enhancing safety compliance for high-reliability applications.";7.5;high;"German B2B provider of embedded software analysis and optimization tools with strong DACH roots, clear ICP in automotive/avionics/industrial engineering and active operations. Deal sizes likely healthy via enterprise tool licenses and engineering services; TAM is niche but global and technically defined. Offering is differentiated and technical, and engineering leaders are reachable by phone, though pitch requires some sophistication.";0.015057;0.005057;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
SKP GmbH;14;machinery;http://www.skp-gmbh.com;http://www.linkedin.com/company/skp-gmbh;28 In den Waldaeckern;Muehlacker;Baden-Wuerttemberg;Germany;75417;28 In den Waldaeckern, Muehlacker, Baden-Wuerttemberg, Germany, 75417;machinery manufacturing, made in germany, zeltzubehör reinigung, spezialmaschinen für zeltreinigung, industrial equipment & supplies, gebrauchtmaschinen, schonende reinigungstechnologie, manufacturing, zeltplanenreinigung, hardware und software für reinigung, effiziente reinigungslösungen, reinigungssysteme, wasseraufbereitungsanlagen, reinigungssysteme für zelte, software für reinigungsmanagement, wand- und bodensanierung, kundenspezifische reinigungslösungen, entwicklung und produktion in deutschland, automatische reinigungsanlagen, cleaning services, manuelle reinigungsmaschinen, b2b, services, commercial and service industry machinery manufacturing, mechanical or industrial engineering, commercial & service industry machinery manufacturing, machinery;'+49 704 1815910;"SKP GmbH is a German company based in Mühlacker, specializing in the design, development, and manufacturing of professional cleaning machines for the tent and tarpaulin industry. With decades of experience, SKP focuses on creating high-performance and resource-efficient cleaning systems that effectively clean tent fabrics, floors, and related components. Their machines are built to be robust and durable, ensuring the longevity of tents through gentle and regular cleaning.

The company emphasizes quality and innovation, with all products made in Germany. SKP's cleaning machines feature advanced water filtration systems that allow for the reuse of rinsing water, showcasing their commitment to sustainability. Their product range includes various machines tailored to different sizes and types of tarpaulins and tents, catering to tent manufacturers, contract cleaners, and tent rental companies worldwide. Additionally, SKP has experience in fabric recycling and the supply of second-hand clothing and footwear within a European network.";7.0;high;"German SME manufacturing specialized cleaning machines for the tent/event industry, clearly B2B with global references and active operations. Strong DACH presence and niche industrial positioning; economics and onboarding likely support outbound. TAM is niche but worldwide, so fit is attractive but not top-tier.";0.014802;0.004802;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
UZE ADS;25;information technology & services;http://www.uze-ads.com;http://www.linkedin.com/company/uze-mobility;Admiralstrasse;Bremen;Bremen;Germany;28215;Admiralstrasse, Bremen, Bremen, Germany, 28215;elogistics, dooh, big data, emobility, blockchain technology, artificial intelligence, algorithms, etransporter, green city systems, technology, information & internet, environmental data collection, programmatic advertising, traffic flow optimization, environmental sensors, urban analytics, urban advertising, traffic and pollution analytics, data-driven advertising, data analytics, digital vehicle advertising, climate-friendly advertising, weather targeting, traffic data analytics, real-time environmental data, weather data integration, city traffic monitoring, iot technology, mobility data-driven marketing, targeted advertising, city traffic analysis, traffic-related environmental data, geolocation data, city traffic and pollution, cloud infrastructure, real-time data processing, digital mobility advertising, ai, traffic management, mobility analytics, environmental impact measurement, automotive iot, digital advertising in urban mobility, advertising on cabs, traffic emissions reduction, digital signage software, mobility data, smartbox, traffic flow analysis, urban mobility, weather data, hyperlocal data, advertising platform, hyperlocal city data, real-time advertising, smart mobility solutions, digital media, geolocation, traffic-related emissions, smart city traffic management, urban environmental data collection, mobility advertising, big data analytics, data integration, information technology, advertising network, automotive data, traffic flow and emissions, digital out of home, ambient media, smart city environmental monitoring, weather-based advertising, platform strategy, digital out-of-home, geospatial data, location targeting, iot sensors, media & publishing, smart city solutions, city data platform, urban air quality, city environment data, location-based marketing, city traffic co2 mapping, smart city technology, data privacy, city co2 footprint, traffic data for climate action, co2 emission measurement, mobile advertising, traffic emissions analytics, automotive advertising, cloud services, environmental sensor networks, traffic data, cloud computing, digital signage, digital billboard, hyperlocal environmental monitoring, city environment sensors, mobile digital out-of-home advertising, advertising & marketing, real-time campaign management, advertising marketplace, digital cab advertising, hyperlocal marketing, smart city infrastructure, environmental monitoring, traffic and weather integration, digital signage in urban spaces, digital cab roof advertising, city advertising networks, traffic monitoring systems, urban co2 monitoring, public space advertising, mobility data analytics, climate protection, co2 reduction strategies, geographic targeting, environmental monitoring systems, environmental impact analytics, mobility data platform, digital out-of-home innovation, sustainable mobility, environmental impact, urban data collection, b2b, government, services, retail, indoor and outdoor display advertising, enterprise software, enterprises, computer software, information technology & services, internet infrastructure, internet, marketing & advertising;'+49 173 8421524;"UZE ADS is a technology-driven company that specializes in mobile digital out-of-home (OOH) advertising. Founded in 2018, the company utilizes advanced AI, Big Data, and proprietary sensor technology to deliver hyperlocal, real-time advertising messages. UZE ADS transforms vehicles into mobile digital billboards, broadcasting targeted ads based on location, time, weather, and environmental data while ensuring personal privacy.

The company's core service is a marketplace platform that allows advertisers to create personalized ad campaigns on digital displays installed on commercial vehicles. This platform streamlines the ad buying process, significantly reducing time and increasing margins for fleet partners. UZE ADS offers modern cab advertising systems that enable precise audience targeting, minimizing wastage and maximizing impact. The company operates internationally, with a strong presence in Europe and recent expansion into the U.S. market, serving advertisers and fleet operators globally.";7.8;high;"German adtech company offering digital out-of-home mobility advertising (taxi roof and fleet displays) via a marketplace; clearly B2B, headquartered in Bremen with German-language presence and active operations. DACH TAM is broad (agencies, advertisers, fleets), pricing and campaign ACVs likely support outbound. Delivery is scalable, and value proposition (targeted OOH via mobility and data) is phone-pitchable, though category is somewhat competitive and economically mid-sized rather than enterprise-level.";0.015104;0.005104;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
Krautzberger GmbH;31;machinery;http://www.krautzberger.com;http://www.linkedin.com/company/krautzberger-gmbh;13 Stockbornstrasse;Eltville;Hesse;Germany;65343;13 Stockbornstrasse, Eltville, Hesse, Germany, 65343;machinery manufacturing, mehrkomponenten-dosieranlage, surface treatment & coatings, automatisierung, zertifizierung, flächenspritzautomat, pumpentechnologie, service & wartung, dampftechnologie, oberflächentechnik, düsen & luftdüsen, materialwechselventile, industrielle anwendungstechnik, kolbenpumpen, technikum, manufacturing, beschichtungstechnologie, qualitätsprodukte, membranpumpen, ersatzteile, hubgeräte, materialdruckregler, materialbehälter, regler, pumpen, spritzautomat r 703, druckregler, lufttechnik, oberflächenbehandlung, lackieranlagen, spritztechnik, drucklose behälter, automatisierte lackierung, anwendungstechnik, automation & control systems, spritzapparate, beschichtung in der lebensmittelindustrie, industrial equipment & components, lackierroboter ga 25, automobilindustrie, beschichtungsprozesse, spritzapparate für automobilindustrie, b2b, services, industrial machinery manufacturing, accessories, training, mechanical or industrial engineering, machinery;'+49 61 236980;Krautzberger GmbH is a machinery company based out of Stockbornstr. 13, Eltville am Rhein, Germany.;7.5;high;German, family-owned manufacturer of industrial spray guns and coating systems with global customers and strong DACH presence. Clearly B2B with sizable industrial TAM, high deal values and standardized yet partly customized systems. Operationally mature and phone-pitchable. Competition is strong and solutions can be project-heavy, slightly lowering fit.;0.015094;0.005094;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
TWF International;25;construction;http://www.twf.at;http://www.linkedin.com/company/twf-tiefbautechnik-gmbh;2 Duesseldorfer Str.;Heinsberg;Nordrhein-Westfalen;Germany;52525;2 Duesseldorfer Str., Heinsberg, Nordrhein-Westfalen, Germany, 52525;spezialtiefbau, tiefbautechnik, kanalsysteme, grundbausysteme, tiefbau, grabenverbau, grabenverbausysteme, ramm und bohrtechnik, sicherheitssysteme, kanalstreben, baustrassen, grabenverbauprofile, gebrauchtmaschinen, arbeitssicherheit, bauunternehmen, gebrauchte verbausysteme, absturzsicherungen, selbst hergestellte systeme, bauausrüstung, verbaugreifer, systemlösungen, regionale mietlager, drehbohranlagen, baugrubensicherung, verbauzubehör, bohrwerkzeuge, rohrziehgeräte, stahlspundwände, heavy machinery rental and leasing, maschinenverkauf, bauplanung, ersatzteile, baugeräte, kanaldielen, gleit-schienen-systeme, kundendienst, leichtverbau, gleitschienensysteme, vermietung, maschinenvermietung, mobilram, construction equipment manufacturing, construction services, bauprodukte, bauindustrie, betonpumpen, verbausysteme, pfahlbohrgeräte, baugrubensysteme, systemlösungen für tiefbau, ramm- & bohrtechnik, logistik, baugrubenverbausysteme, sicherheitslösungen, zusatzequipment, b2b, consulting, services, agricultural implement manufacturing;'+49 245 2156780;"TWF International GmbH is an Austrian company founded in 2004, specializing in civil engineering machinery and safety solutions. The company serves as a key partner for civil engineering and specialized construction firms, offering both sales and rental services of machinery and system solutions tailored to industry needs.

Their core products include a wide range of trench shoring systems, such as light and heavy box systems, pile chamber solutions, and various slide rail shoring options. These products are designed to enhance safety and efficiency on construction sites, particularly in challenging conditions. Manufactured in Heinsberg, Germany, TWF International's trench shoring products are certified for compliance with relevant manufacturing standards.

In addition to trench shoring, TWF International provides mobile road systems and specialized construction site solutions. Their in-house technical office assists customers with project planning and execution, ensuring customized and technically sound solutions. With headquarters in Vienna and sales branches across Europe and beyond, TWF International emphasizes safety and quality in its offerings to civil engineering companies.";7.5;high;"TWF sells and rents trench shoring systems, piling/drilling machinery and temporary roadways to civil engineering companies, clearly B2B with high-ticket equipment and recurring rental revenue. Strong DACH presence with HQ in Vienna and German branches indicates solid DACH TAM and delivery capacity. Category is niche but established; outbound to construction decision-makers is feasible, though somewhat traditional and regionally fragmented, so overall a good but not perfect Manuav fit.";0.015002;0.005002;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
4grands GmbH;8;information technology & services;http://www.4grands.com;http://www.linkedin.com/company/4grands;;Dortmund;North Rhine-Westphalia;Germany;;Dortmund, North Rhine-Westphalia, Germany;sicherheitskonzepte, nodejs, terraform, devops services, big data analysen, java, softwareentwicklung, streaming (kafka, mqtt), smart locators ui-tests, azure, angular, ki-testautomatisierung, skalierbare infrastruktur, askui ki-desktop-testing, bash & powershell scripting, docker, cloud-native-lösungen, ci/cd, aws, ki-testtools, nearshore-partnerschaften, automatisierung, testautomatisierung, graphql, ki-gestützte testing-methoden, devops, microservices, restful apis, datenmanagement, information technology & services, python, open source projekte, web-technologien, streaming-technologien, versionierungssysteme (github, gitlab, svn), cloud computing, datenbanken, kubernetes, ci/cd pipelines, software testing, cloud-lösungen, daten lakes, agile entwicklung (scrum, kanban), react, software development, helm charts, b2b, government, consulting, services, computer systems design and related services, web development, project management, customer experience, digital transformation, enterprise software, business intelligence, data analytics, enterprises, computer software, productivity, analytics;'+49 231 18881998;In der IT-Branche ist die Weiterbildung lebenswichtig. Wir unterstützen jeden mit der Teilnahme an Konferenzen und Trainings freier Wahl. Dein Open-Source Projekt oder Publikationen heißen wir auch willkommen und unterstützen dich dabei. Du lernst auch eine Menge durch innovative und spannende Projekte bei unseren Kunden. Unsere eigenen Projekte bieten dir ein anderes Lernfeld, in dem du mit neuesten und innovativsten Technologien arbeiten kannst.;7.6;high;German IT consulting/software development firm focused on test automation, cloud, DevOps and nearshore teams, clearly B2B with DAX enterprise references and active operations in Dortmund. DACH focus and service-based, higher-value projects support outbound, though offerings are somewhat generic in a competitive market and delivery can be bespoke, so fit is attractive but not perfect.;0.013719;0.003719;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
vitero GmbH;27;information technology & services;http://www.vitero.com;http://www.linkedin.com/company/vitero-gmbh;7 Breitwiesenstrasse;Stuttgart;Baden-Wuerttemberg;Germany;70565;7 Breitwiesenstrasse, Stuttgart, Baden-Wuerttemberg, Germany, 70565;virtual classroom, web conferencing, effiziente onlinemeetings, webinarsoftware, interaktive onlineworkshops, videokonferenzen, effiziente live onlinekommunikation, elearning, ehealth, onlineevents, datensouveraenitaet, sichere onlinemeetings, dsgvokonforme loesung, software development, virtual coffee break, virtual applause and gestures, german data centers, e-learning, online communication, webrtc technology, virtual backgrounds, lms integration, custom room design, secure meetings, fraunhofer research, role-playing exercises, virtual event platform, virtual atmosphere creation, immersive learning, gdpr compliant, virtual feedback tools, subrooms for group work, interactive learning, e-learning platform, webinar software, certification and attendance tracking, audio-visual effects, content sharing, virtual collaboration, information technology and services, avatar-based interaction, customizable software, virtual team room, browser-based access, data sovereignty, remote training, multimedia sharing, hybrid mode support, content management, video conferencing, gamification, role-based functions, moderation tools, virtual team environment, virtual role play, b2b, consulting, services, web search portals, libraries, archives, and other information services, internet, information technology & services, computer software, education, education management;'+49 71 168689880;"The virtual classroom and web conferencing solution vitero inspire is based on innovative research results from the Fraunhofer Institute and offers everything that is important for effective, inspiring and secure team communication: well thought-out moderation functions, a wide range of interaction tools, a user-friendly and clear structure, intuitive handling, a lively atmosphere, high data protection and data sovereignty. vitero inspire is the perfect software for well-moderated, interactive and, above all, effective sessions. With over 20 years of experience in supporting customer projects, we combine consulting, training, software, proactive support and customisation development. For live training sessions, workshops and events of the highest quality.

Well-known customers and partners from a wide range of sectors are testimony to the versatility of vitero inspire. From small companies to listed corporations – our software is used in a wide range of industries and communication settings. We offer a secure environment for confidential online communication, in which sensitive data can also be exchanged, especially for public institutions, government agencies, ministries and companies with highly confidential business information - with a sophisticated software solution, training and expert support for all aspects of digital communication.";8.2;high;"Vitero offers B2B virtual classroom and web conferencing software with strong German roots, GDPR-focused positioning and many DACH case studies; ICP spans SMEs to large enterprises, giving a large DACH TAM. Pricing is not public but enterprise/SaaS signals and standardized onboarding imply healthy ACV and capacity for >10 customers/month. Differentiation is data sovereignty and research-based ergonomics, creating a clear, phone-pitchable value prop for DACH buyers.";0.015089;0.005089;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
Exertis Connect Germany;11;wholesale;http://www.exertis-connect.de;http://www.linkedin.com/company/exertisconnect;8 Behrener Strasse;Saarbruecken;Saarland;Germany;66117;8 Behrener Strasse, Saarbruecken, Saarland, Germany, 66117;hohe lagerverfügbarkeit, netzwerkzubehör, videoüberwachungssysteme, fachhandel, patchfelder, schnelllieferung, netzwerk- und kommunikationstechnik für unternehmen, werkzeug für netzwerktechnik, sat-technik, homeautomation geräte, netzwerk- und kabelmanagementlösungen, serverracks, pc peripherie, it-partner, antennentechnik, großhandel it, medienkonverter, netzwerkschränke, it-grohandel, passive netzwerkkomponenten, kabelkonfektion, patchkabel, netzwerktester, netzwerk- und kabelzubehör für professionelle anwendungen, videoüberwachung, kupplungen, switches, wholesale trade, ip kameras, it-lieferant, netzwerkadapter, access points, netzwerktechnik händler, netzwerkkabel, fachhändler beratung, b2b, professionelle kabelkonfektion, it-distribution, netzwerkkomponenten, netzwerk- und sicherheitstechnik, netzwerktechnik großhändler, netzwerkzubehör großhandel, netzwerktechnik großhandel, eigenmarken mit garantie, homeautomation, it-distributor, kabeltechnik, serverzubehör, geräteeinbaudosen, lwl technik, kabel- und steckverbinder für installationen, active netzwerkkomponenten, netzwerkswitches, information technology and services, oem/privat-labeling, router, it-fachhandel, netzwerk- und serverrack-systeme, it-zubehör, schnelle lieferung 24h, netzwerk- und telekommunikationszubehör, antennentechnik zubehör, sas kabel, eigenmarken, electrical equipment, appliance, and component manufacturing, kabelzubehör, ftth kabel, wlan technik, netzwerk-switches, sat technik zubehör, verlegekabel, werkzeug für it, modularstecker, netzwerktechnik, wlan access points, netzwerk- und videoüberwachungslösungen, ftth lwl technik, e-commerce, services, electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers, information technology & services, consumer internet, consumers, internet;'+49 681 9267820;Exertis Connect ist Teil der DCC Plc-Gruppe, einer internationalen Gruppe, die Dienstleistungen, Vertrieb, Marketing und Vertrieb für Unternehmen anbietet. Exertis Connect etabliert sich als multispezialisierter Großhändler mit Mehrwert, der auf dem europäischen BtoB-Markt tätig ist. Lösungen für 4 Hauptbereiche: Konnektivität und Netzwerkinfrastruktur, Videoüberwachung, Audio-Video, Unified Communications. Es richtet sich an alle Akteure im IT-Vertrieb (Händler, Wiederverkäufer, Integratoren, VAR, Massenverteilung usw.) und im Elektrovertrieb (Installateure, Elektriker usw.).;8.2;high;German B2B IT/network wholesale distributor serving ~10,000 specialist dealers with 10,000+ products, clearly DACH-focused and operational. Strong margins per account and recurring reseller relationships make outbound economical, and onboarding is scalable via standardized distribution and dropshipping. Phone pitch to IT/AV resellers and installers is straightforward with clear product and service value.;0.015045;0.005045;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
HS Analysis GmbH;8;medical devices;http://www.hs-analysis.com;http://www.linkedin.com/company/hs-analysis-gmbh;Haid-und-Neu-Strasse;Karlsruhe;Baden-Wuerttemberg;Germany;76131;Haid-und-Neu-Strasse, Karlsruhe, Baden-Wuerttemberg, Germany, 76131;deep learning, natural language processing, predictive analytics, machine learning, nlp, bio imaging, deep reinforcement learning, digital pathology, whole slide imaging, neuro and ophthalmology modules, molecular pathology, ai for rare diseases, proteomics tools, pharmaceuticals, automated histology review, multi-modal data analysis, medical diagnostics software, biomedical data processing, image annotation, nephropathology modules, retinal tumor classification, healthcare technology, research and development, corneal nerve segmentation, research data management, drug development support, ai model validation, molecular data analysis, high-throughput data processing, medical devices, digital microscopy, biotechnology, vascular segmentation, ai in clinical workflows, dermatology image analysis, automated data digitization, cancer detection algorithms, ai-driven image analysis, medical image segmentation, multi-modal cancer diagnostics, clinical case management, neurodegenerative disease prediction, cloud-based analysis, spectroscopy data analysis, automated annotation tools, workflow automation, medical image analysis, electron microscopy analysis, laboratory automation, ai data analysis, api integration, training data creation, deep learning models, lung cancer ai tools, b2b, consulting, services, research and development in the physical, engineering, and life sciences, artificial intelligence, information technology & services, enterprise software, enterprises, computer software, medical, research & development, hospital & health care;'+49 721 986153560;"HS Analysis GmbH is a medical software company located at Haid-und-Neu-Straße 7, Karlsruhe 76131, Germany (Software development) and Hermann-von-Helmholtz-Platz 6, Eggenstein-Leopoldshafen 76344, Germany (Research).

The company HS Analysis is a one hundred per cent subsidiary of BIN Holding GmbH, one of the world's leading real world AI solution providers. BIN Holding GmbH is 100% owned by founder of HS Analysis, Sergey Biniaminov.";7.5;high;HS Analysis is a German GmbH in Karlsruhe providing AI software and services for digital pathology and biomedical image/data analysis, clearly B2B with hospitals, labs and research institutions. Strong DACH presence, active hiring and many modular products indicate operational maturity and capacity to onboard multiple customers monthly. Deal sizes for clinical AI and digitization projects are likely high and often recurring (software, services, support), supporting outbound economics. Niche is specialized but TAM across DACH hospitals, labs and research institutes is sizeable enough for phone‑;0.015013;0.005013;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
Loql - B2B lokale Lebensmittel;29;information technology & services;http://www.loql.com;http://www.linkedin.com/company/loql-de;;Cologne;North Rhine-Westphalia;Germany;;Cologne, North Rhine-Westphalia, Germany;software development, regionale lebensmittelanbieter, regionale erzeuger:innen, product presentation, regionale lebensmittelvermarktung, local producer platform, food distribution, großhandel, regionale lebensmittelversorgung, partner communication, kundenbindung, regionale lebensmittelplattform, order automation, food and beverage retailing, regionale landwirtschaft, customer management, supplier network, digitale vernetzung, regional food sourcing, digital ordering system, sortiment updates, produktpräsentation, supermarkt, food producer marketplace, b2b app, regional food marketing, regional sourcing app, lokale erzeuger, food supply chain, regionale produktvielfalt, lebensmittelproduktion, web portal, regionale lebensmittelwirtschaft, gastronomie, food wholesaling, bestellmanagement, regionale lebensmittelbranche, regionale lebensmittelhersteller, regionale lebensmittelnetzwerk, digitale bestellplattform, regionale produkte, netzwerk für lebensmittel, lieferantenmanagement, regionale lebensmittelproduzenten, regional food network, food manufacturing, order tracking, regionale vermarktung, lebensmittelhandel digital, digital communication, mobile app, regional food digitalization, regionale lebensmittel, b2b, e-commerce, services, retail, beer, wine, and liquor retailers, customer engagement, information technology & services, consumer internet, consumers, internet;;"Loql is a B2B digital platform and app that connects local food producers with business buyers, such as supermarkets, restaurants, and cafés, primarily in Germany. Founded in December 2022 and fully owned by the REWE Group, Loql aims to strengthen regional food supply chains by simplifying the ordering process. The platform serves as a digital marketplace and order management system, bringing together various local artisans, including farmers, winemakers, bakers, and butchers.

The Loql app allows producers to showcase their products and manage orders efficiently while providing buyers with a centralized digital channel to discover and order from multiple local sources. This promotes transparency and sustainability, as buyers can see the distance to their producers, typically around 20.3 kilometers. The diverse product range includes fresh fruits, vegetables, eggs, wine, meat, and other regional specialties. Loql supports long-term partnerships between producers and retailers, fostering trust and regional economic development. The app is currently free for all users, encouraging widespread adoption.";7.5;medium;Loql is a German B2B marketplace app connecting food producers with business buyers, clearly B2B with strong DACH focus and active App Store presence. It targets many local food businesses, suggesting a solid DACH TAM and recurring, stickier relationships. Economics per account are unclear but likely sufficient for outbound. Product is digital and scalable, so onboarding 10+ customers monthly is plausible. Phone pitch to food producers and buyers is simple and value-focused, with low reputational risk.;0.015097;0.005097;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
