Company;# Employees;Industry;Website;Company Linkedin Url;Company Street;Company City;Company State;Company Country;Company Postal Code;Company Address;Keywords;Company Phone;Short Description;model_score;confidence;reasoning;cost_usd;token_cost_usd;web_search_calls;service_tier;model;run_id
ATR Software GmbH;13;information technology & services;http://www.atr-software.de;http://www.linkedin.com/company/atr-software-gmbh;5 Marlene-Dietrich-Strasse;Neu-Ulm;Bavaria;Germany;89231;5 Marlene-Dietrich-Strasse, Neu-Ulm, Bavaria, Germany, 89231;computer vision, produktionssysteme, data analytics, kuenstliche intelligenz, iot, mes, software development, projekte, beratung, automatisierte qualitätskontrolle, technologieberatung, automatisierungstechnologie, produktivitätssteigerung, produktionsmanagement, smart manufacturing, schnittstellenintegration, künstliche intelligenz, sensorintegration, modulare plattformen, forschung und entwicklung, mqtt, prozessoptimierung, machine vision, it-infrastruktur, opc ua, sicherheitskonzepte, predictive analytics, produktionsplanung, bildverarbeitungssysteme, predictive maintenance, effizienzsteigerung, opc ua/mqtt, no-code plattform, cloud-integration, no-code automatisierung, echtzeitüberwachung, success stories, cloud in produktion, industrie 4.0 standards, datenanalyse, prozessautomatisierung, ki-lösungen, digitalisierung produktion, automatisierung, maschinenkommunikation, digitalisierungsmethoden, automatisierungssoftware, research and development, industrie 4.0, no-code entwicklung, smartfactory plattform, cloud-lösungen, datenanalyse in produktion, information technology, it-sicherheit, digital factory, sicherheitskonzepte industrie 4.0, schnittstellen, ki in produktion, branchenlösungen, verbindung von produktion und it, maschinenüberwachung, iot-plattformen, forschungspartner, forschung, smart factory, industrie 4.0 beratung, industrieautomation, industrie 4.0 plattformen, visual inspection systems, manufacturing, industrial automation, modulare software, sensoren und aktoren, automatisierungslösungen, echtzeitdaten, iot gateway, datenintegration, softwareentwicklung, b2b, consulting, services, computer systems design and related services, artificial intelligence, information technology & services, analytics, enterprise software, enterprises, computer software, research & development, mechanical or industrial engineering;'+49 731 2620950;"Wir bei ATR Software entwickeln seit mehr als 30 Jahren innovative Software, die den Verantwortlichen und Mitarbeitern in der Produktion ihre tägliche Arbeit erleichtert. Speziell für KMU ist es aus unserer Erfahrung heraus wichtig, als Systemanbieter ein möglichst breites Spektrum an Lösungen qualitativ hochwertig anzubieten. 

Deshalb beschäftigen wir uns mit allen relevanten Bereichen der Digitalisierung in der Produktion. Mit unserer umfassenden Softwareplattform decken wir alles aus einer Hand ab, was Unternehmen zur Abbildung ihrer Prozesse zwischen dem ERP-System und den Maschinen benötigen. Schwerpunkte sind dabei die Produktionsplanung, die Kommunikation mit dem Werker und die Maschinenüberwachung. Ergänzend können dann weitere Module unserer Plattform aus den Bereichen MES, IoT, Bildverarbeitung und KI eingesetzt werden. 

Durch unser starkes Forschungsnetzwerk und unser Engagement in Branchenverbänden verknüpfen wir neueste Forschungsergebnisse mit allen relevanten Fragestellungen aus der industriellen Produktion. Die innovativen Ansätze unseres MES überzeugten zum Beispiel auch das Bundesministerium für Wirtschaft und Energie, sodass wir für InnoMES eine Förderung im Rahmen des Zentralen Innovationsprogramms Mittelstand erhalten haben. Mit einem Ohr immer am Puls der Zeit und dem anderen bei unseren Kunden, schaffen wir Lösungen, die wirklich einen Unterschied machen. 

Wenn Sie zu den Unternehmen gehören, die mutig den Sprung in die Digitalisierung wagen, stehen wir Ihnen als verlässlicher Begleiter zur Seite.";8.0;high;German B2B software company focused on SmartFactory/MES solutions for manufacturing SMEs in DACH, with >30 years history and active operations. Clear DACH base, broad industrial TAM, strong innovation/AI and automation angle and good phone-pitchability to production/operations leaders. Likely project + platform deals with solid ACV, though partly bespoke delivery slightly tempers scalability.;0.014853;0.004853;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
Autrado GmbH;8;information technology & services;http://www.autrado.de;http://www.linkedin.com/company/autrado;8 Brecherspitzstrasse;Munich;Bavaria;Germany;81541;8 Brecherspitzstrasse, Munich, Bavaria, Germany, 81541;exportschnittstellen, autohauswebsite, dms, softwareprogrammierung, fahrzeugkonfigurator, suchmaschinenoptimierung, cms, webdesign services, webinare, produktschulungen, verkaufsunterlagen, b2b haendlerplattform, app fuer fahrzeugbilder, autohandelcrm, fahrzeugverwaltung, finanzierungsleasingsrechner, fahrzeugvermarktung, dokumentenerstellung, it services & it consulting, verkaufsdokumente, autohaus-software, crm-integration, fahrzeugdaten digital verwalten, vertriebsprozesse, fahrzeugdaten-import, fahrzeugkonfigurator online, kfz-software, online-autovermarktung, online-probefahrt buchung, fahrzeug-workflow-management, webdesign-service, fahrzeug-crm, seo, webseiten mit cms, mobile fahrzeugverwaltung, autohaus-website, schnittstellen zu autobörsen, kunden-crm, workflow-management, ki-gestützte fahrzeugbilder, multi-channel fahrzeugvermarktung, digital marketing, automatisierung im autohaus, schnittstellen autobörsen, fahrzeugbestand inserieren, fahrzeugverkauf optimieren, e-commerce, fahrzeugbilder-management, partner-leistungen, 360-grad fahrzeugaufnahmen, ki-basierte signatur, software development, dealer-management-system, webdesign für autohäuser, autohaus-marketing, automatisierte fahrzeugaufnahme, verkaufsprozess-optimierung, fahrzeugdatenmanagement, automotive retail, crm, vertriebsoptimierung, fahrzeugmanagement software, digitale fahrzeugakte, online-fahrzeugmanagement, multichannel-vertrieb, portalexport, automatisierte fahrzeugdatenpflege, automatisierte fahrzeugdatenimport, online-marketing für autohäuser, fahrzeugbilder 360°, ai bildbearbeitung, datenimport, digitale signatur, export zu autobörsen, elektronische signaturen, automatisierte fahrzeugdokumentation, bildbearbeitung ai, kundenmanagement, verkaufsunterlagen auf knopfdruck, bestandsmanagement, vertriebssteuerung, verkaufsunterlagen automatisiert, export zu portalen, b2b-fahrzeughandel, multi-channel-vertrieb, dms cloud-lösung, kundenkommunikation, information technology, fahrzeugangebot online präsentieren, verkaufsprozessautomatisierung, online-probefahrt, effizienzsteigerung, b2b, consulting, services, retail, computer systems design and related services, information technology & services, search marketing, marketing, marketing & advertising, consumer internet, consumers, internet, sales, enterprise software, enterprises, computer software;'+49 1578 8475819;"Autrado is a web-based car dealership software that enables car dealers of all sizes to utilise the economic potential of the internet. Our cloud-based software solution supports car dealers in their business processes and offers the right solution for all needs: 

Car dealership website ✓ integrated vehicle configurator ✓ SEO functions ✓ vehicle management ✓ vehicle marketing ✓ export interfaces ✓ car dealership CRM ✓ document creation ✓ sales documents ✓ B2B dealer platform for vehicle wholesalers and car dealers ✓

Our online software already supports the vehicle sales of several hundred car dealers in Germany, Austria, Switzerland, Belgium, the Netherlands, Luxembourg and Denmark. As a competent partner, we would like to further digitalise the car trade together with our customers and create efficient processes in order to relieve car dealers of time and financial burdens and to open up new sales potential. 

Imprint: https://www.autrado.com/impressum.php
Data protection (in German): https://www.autrado.com/datenschutz";8.5;high;Autrado offers cloud DMS, websites and configurator software for car dealers, clearly B2B with hundreds of dealer customers and strong DACH focus (Germany-based GmbH, German site, many German testimonials). Recurring SaaS plus implementation suggests healthy ACVs and LTV. TAM is sizable (EU and used car dealers across DACH), onboarding is productized, and the value prop (more efficient vehicle marketing and sales) is easy to pitch by phone. Category is competitive but Autrado has a long track record and clear automotive niche, with low regulatory/reputational risk for outbound.;0.015247;0.005247;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
BNT Notstrom Technik GmbH;10;security & investigations;http://www.bnt-notstrom.de;http://www.linkedin.com/company/bnt-notstrom-technik-gmbh;;Moenchengladbach;North Rhine-Westphalia;Germany;;Moenchengladbach, North Rhine-Westphalia, Germany;sicherheitsbeleuchtung, bsv anlagen, planung, schulung, dc versorgung, usv anlagen, security systems services, notfallbeleuchtung, electrical equipment manufacturing, sicherheitsplanung, usv-management, sicherheitsleuchten, energieversorgung, gebäudesicherheit, automatisierte notbeleuchtungssysteme, automatisierte systeme, systemintegration, überwachungssysteme, wartung & service, wartung & instandhaltung, einsatzleuchten, überwachungssysteme für kritische anlagen, kritische infrastruktur, batteriesysteme, brandschutzleuchten, panik- und fluchtwegbeleuchtung, kritische infrastrukturen, notstromsysteme für krankenhäuser, notstromversorgung, energieeffizienz, industrial equipment manufacturing, op-licht mit notstromfunktion, sicherheitsbeleuchtung in industrieanlagen, zentralbatteriesysteme, usv anlagen für op-räume, sicherheitskonzepte, sicherheitslösungen, notstromsysteme für rechenzentren, sicherheitsleuchten mit ip66, brandschutzsysteme, energieversorgung in explosionsgefährdeten bereichen, notstromsysteme, sicherheitsleuchten mit bewegungsmelder, brandschutz-notstromversorgung, automatisierungssysteme, notstromtechnik, construction of buildings, planung & projektierung, energie-backup für rechenzentren, electrical and electronic goods merchant wholesalers, energiebackup, brandschutztechnik, rettungszeichenleuchten, b2b, government, consulting, services, all other electrical equipment and component manufacturing, security & investigations, electrical/electronic manufacturing, manufacturing, mechanical or industrial engineering;'+49 2161 828600;"Wir sind Ihr Partner rund um Sicherheitsbeleuchtung, BSV Anlagen für Krankenhäuser, USV Anlagen sowie Gleichstromversorgungssysteme.
Von der Planung bis zum Service erhalten Sie bei uns eine kompetente Beratung.";7.6;high;"German GmbH providing emergency power systems, safety lighting and UPS/BSV solutions to commercial and institutional clients; clearly B2B with long‑term service and maintenance. Strong DACH focus, active operations and sizable TAM across buildings, hospitals and industry. Project-based but with recurring service; ticket sizes likely justify outbound and buyers (facility managers, electrical planners) are reachable by phone.";0.015134;0.005134;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
NanoFocus AG;15;machinery;http://www.nanofocus.de;http://www.linkedin.com/company/nanofocus-ag;;Oberhausen;North Rhine-Westphalia;Germany;;Oberhausen, North Rhine-Westphalia, Germany;konfokalmikroskopie, metrologie, optische messtechnik, sondermaschinenbau, industrial machinery manufacturing, automotive surface metrology, automotive surface testing, inline measurement systems, automotive surface analysis systems, sensor technology, automotive surface defect detection, fuel cell inspection, automotive component testing, error detection in coatings, optical 3d measurement, automotive surface inspection tools, automotive manufacturing metrology, industrial equipment & supplies, automotive manufacturing, automotive applications, metrology, automated surface analysis, industrial quality control, precision optical sensors, precision sensors, manufacturing, automotive inline metrology, porosity testing, metrology software, automotive coating inspection, automotive surface measurement, automotive coating defect detection, automotive component surface analysis, automotive surface defect analysis, automotive surface quality assurance, highspeed sensor, automotive coating inspection systems, automated analysis, gas diffusion layer testing, inline measurement, automotive defect detection, automotive industry, surface roughness, high-speed optical sensors, automotive surface analysis, high-speed sensors, automotive manufacturing quality, sensor development, fuel cell quality control, automotive surface analysis software, optical 3d surface measurement, defect detection, defect detection in coatings, surface roughness measurement, automotive component quality control, automotive coating analysis, non-contact measurement, automotive industry applications, automotive surface inspection, automotive quality assurance, b2b, services, commercial and service industry machinery manufacturing, process optimization, mechanical or industrial engineering, commercial & service industry machinery manufacturing, machinery;'+49 208 620000;"Technologieführer für optische Oberflächenmesstechnik

Bereits seit 1994 entwickelt, produziert  und vertreibt die NanoFocus AG hochpräzise optische 3D-Messsysteme und Software zur Charakterisierung von technischen Oberflächen. Die innovativen Systeme von NanoFocus ermöglichen eine äußerst schnelle, berührungslose und einfache Messung der 3D-Topografie mit Auflösungen im Mikro- und Nanometerbereich. Mit unseren robusten und wirtschaftlichen Instrumenten sind wir Wegbereiter und Technologieführer in der optischen 3D-Oberflächenmesstechnik.

Unsere Produkte: hochentwickelte Hard- und Software

Unser langjähriges und patentiertes Know-how im Bereich der hochauflösenden optischen 3D-Messtechnik und Analyse findet sich in unseren Produkten wieder: Ausgezeichnete Hardwarelösungen ergänzt um leistungsfähige Softwarepakete. Die Systeme der Produktfamilien µsurf, µscan und µsprint bieten zuverlässige und wiederholbare Messgenauigkeit. Von Standardsystemen über maßgeschneiderte Modularlösungen bis hin zu ausgereiften Branchenlösungen bieten wir für jede Messaufgabe die technisch und wirtschaftlich optimale Lösung.

Zur Messung, Auswertung und Ansteuerung steht die von NanoFocus entwickelte Software zur Verfügung. Die intuitiv bedienbare Software liefert normkonforme Ergebnisse, umfangreiche Messreports und die Möglichkeit zur Automatisierung von Messreihen.

Zuverlässige Qualitätssicherung für zahlreiche Branchen

Mit hohen Mess- und Analysegeschwindigkeiten eignen sich die Systeme sowohl für das Prüflabor als auch für den produktionsnahen Einsatz und die Inline-Kontrolle. Die NanoFocus-Messsysteme werden von Anwendern aus Wissenschaft sowie Technologie- und Marktführern in zahlreichen Hightech-Branchen eingesetzt, so zum Beispiel in der Medizintechnik, Solarindustrie, Forensik, Elektronik- oder Automobilindustrie, Materialwissenschaft und Stahlindustrie. Mit Hilfe dieser Technologien werden hier existierende Produkte verbessert und neue Entwicklungen erst möglich gemacht.";7.5;high;NanoFocus AG develops high-precision optical 3D surface metrology systems for industrial quality assurance, clearly B2B with mid-market and enterprise buyers and strong recurring service potential. It is a German AG with HQ in Oberhausen, German-language site and active DACH footprint. Target market (automotive, electronics, medtech, fuel cells, etc.) is large in DACH and outbound-reachable. Delivery is productized hardware/software with standardized onboarding and support. Innovation and technical differentiation are strong, though category is niche and somewhat specialized, which slightlynar;0.015275;0.005275;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
Midlane (acquired by Kombo);6;information technology & services;http://www.midlane.com;http://www.linkedin.com/company/ourmidlane;1 Auguststrasse;Berlin;Berlin;Germany;10117;1 Auguststrasse, Berlin, Berlin, Germany, 10117;software development, shift planning, frontline workforce management, compliance monitoring, time tracking, frontline employees, automated document generation, german data hosting, automated payroll calculation, employee self-service, legal data handling, personnel management, gdpr compliance, hris, legally compliant hr software, ai support, multi-channel employee communication, multilingual hr system, mobile hr app, workforce management, automated hr processes, data encryption, legally compliant training, german server hosting, data security, shift scheduling ai, human resources services, absence management, operational cost reduction, workforce optimization, real-time absence tracking, recruiting, hr software, employee satisfaction, hr data encryption, hr workflow automation, operational industries, hr data audit trail, hr data analytics, payroll automation, employee onboarding, secure data storage, information technology, shift optimization ai, b2b, services, retail, management consulting services, information technology & services, computer & network security, human resources, staffing & recruiting;;Midlane is the ultimate platform for intelligent HR, onboarding and compliance of frontline workforces.;8.5;high;German HR SaaS for operational workforces with clear B2B focus, based in Berlin and explicitly “Made in Germany”, gives strong DACH fit. Productized HR suite (recruiting, HRIS, shift planning, time tracking, payroll) targets large TAM segments like logistics, retail, manufacturing and healthcare with demo-led motion and compliance/ISO 27001 signals, implying solid ACV and recurring revenue. Delivery is scalable and onboarding appears standardized, making 10+ customers/month plausible. Phone pitch to HR/operations leaders on efficiency, compliance, and cost savings is straightforward. Some data;0.013919;0.003919;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
Hetkamp GmbH;14;information technology & services;http://www.hetkamp-gmbh.de;http://www.linkedin.com/company/hetkamp-gmbh-business-software-consulting;;Borken;North Rhine-Westphalia;Germany;46325;Borken, North Rhine-Westphalia, Germany, 46325;softwareentwicklung, branchenloesungen, controlling, softwareloesungen, finanzwesen, dokumentenmanagement, personalwesen, software, business software, erp, cloudloesungen, apps, consulting, it services & it consulting, kundenbetreuung, mobile app personalmanagement, prozessoptimierung, risiko-management, arbeitszeiterfassung bag-urteil, digitale vertragsverwaltung, information technology and services, elektronische dokumentenarchivierung, cloud hr management, gobd konform, private cloud, multilanguage support, zeiterfassung, cloud-lösungen, software development, bewerbermanagement software, datenschutzkonform, personalmanagement software, erp-systeme, branchenneutral, finanzwesen software, rechnungsworkflow, revisionssichere archivierung, cloud computing, workflow management, zeiterfassung in der cloud, e-rechnung 2025, consulting services, egecko software, konzernkonsolidierung, automatisierte prozesse, softwareberatung, pwc geprüft, lohn- und gehaltsabrechnung, b2b, services, computer systems design and related services, cloud solutions, risk management, data protection, process optimization, digital transformation, information technology & services, management consulting, enterprise software, enterprises, computer software;'+49 286 192210;Wir sind Ihr kompetenter Partner für Business-Software! Ziel der HETKAMP GMBH ist es, eine langfristige und erfolgreiche Kundenbeziehung aufzubauen. Mehr als 500 national und international tätige Unternehmen sind langjährige Kunden der HETKAMP GMBH. Eine Bilanz, auf die wir stolz sind.;7.5;high;German B2B provider of business software, consulting and cloud solutions focused on ERP, finance, HR and DMS for SMEs, with 30+ years, 500+ customers and strong DACH roots. Deal sizes and projects appear substantial and recurring, with standardized products, academy and remote services enabling scalable onboarding. Category is somewhat competitive and consulting-heavy, but phone-pitchable to finance/IT leaders in German mid-market firms.;0.013859;0.003859;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
NEWBOOKS Solutions;9;publishing;http://www.newbooks-solutions.com;http://www.linkedin.com/company/newbooks-solutions;;Cologne;North Rhine-Westphalia;Germany;;Cologne, North Rhine-Westphalia, Germany;book & periodical publishing, catalog enrichment, classification systems, metadata automation, new title alerts, data quality, webshop solutions, digital content, bibliographic data enrichment, metadata standard, data hub, metadata services, b2b procurement, library and information services, digital asset management, e-commerce, online content distribution, trade and library systems, onix format, metadata enrichment, distribution systems, metadata export, publishing systems, distribution formats, metadata standardization, metadata management, content integration, keyword tagging, data hub middleware, book discovery, trade systems, online databases, onix and marc export, content delivery, approval plan system, database integration, content management system, digital accessibility, approval system, information technology, media and journal databases, book trade systems, data enrichment, book metadata, library procurement, keywording, supply chain automation, supply chain optimization, publishing, e-commerce solutions, marc records, catalog management, library systems, webshop integration, publishing metadata, bibliographic data, library acquisition systems, bibliographic databases, b2b sales platforms, library catalog integration, b2b, government, services, web search portals, libraries, archives, and other information services, media, consumer internet, consumers, internet, information technology & services, content management systems;;"NEWBOOKS Solutions provides a range of services to the book industry, aiding the discovery, purchase and distribution of books, journals and databases. Publishers, booksellers and service providers rely on our aquisition systems for libraries, library consortia, companies, public authorities and other regular customers.
Increase your sales potential with our E-Procurement and New Title Alert systems, provide greater visibility for your publications with our curated metadata services, or take advantage of more than 50MM records from our Data Hub.";8.0;high;German B2B SaaS and data provider for publishers, booksellers, libraries and corporate/public buyers with strong DACH roots and long operating history. Solutions are high-ticket, multi-tenant platforms and data services with recurring revenue and sizable DACH TAM. Offerings are standardized enough to onboard many clients, and value proposition (metadata, e-procurement efficiency) is phone-pitchable for decision makers in publishing and library supply.;0.015056;0.005056;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
360 PRODUCTS – Digital Growth & Experience;9;information technology & services;http://www.360products.de;http://www.linkedin.com/company/360products;;Oldenburg;Lower Saxony;Germany;26125;Oldenburg, Lower Saxony, Germany, 26125;online marketing, plm consulting, digital strategy, corporate websites online shops, analytics growth consulting, user experience consulting, leadgenerierung, product management consulting, technology, information & internet, performance monitoring, wordpress, online-marketing-strategie, customer data platforms, usability consulting, e-commerce analytics, cross-channel campaigns, marketing automation, digital analytics, session recordings, e-commerce consulting, conversion rate optimization, google analytics 4, performance dashboards, customer insights, omnichannel analytics, online advertising, growth coaching, marketing kpis, customer experience, website relaunches, a/b-testing, ux-design, sea, seo, performance optimization, user experience, growth hacking, growth intelligence, performance marketing, data analysis, e-commerce optimization, sma, data quality assurance, customer journey optimization, server-side tracking (sst), data privacy, usability & ux-consulting, data integration, data visualization, customer touchpoints, conversion tracking, shopify, cross-channel marketing, conversion funnel optimization, website & shop optimization, data analytics, digital experience, digital marketing, growth marketing, performance dashboard, web analytics, server-side tracking, data-driven marketing, data security, e-commerce, gdpr compliance, native sites & shops, amazon ads, conversion rate optimization (cro), online shops optimization, whatsapp marketing, lead generation, cookieless tracking, etracker, heatmap-analysen, cookie-less tracking, b2b, d2c, consulting, services, retail, management consulting services, marketing, marketing & advertising, information technology & services, saas, computer software, enterprise software, enterprises, advertising, search marketing, ux, computer & network security, consumer internet, consumers, internet, sales;;"🚀 Wir eliminieren Zufall in digitalem Wachstum & Customer Experience.

▶ WAS WIR TUN:
Wir helfen mittelständischen Unternehmen, mehr Umsatz, mehr Leads und eine erstklassige Customer Experience zu erzielen.

▶ WIE WIR ARBEITEN:
Wir analysieren den digitalen Auftritt und die Online-Marketingstrategie unserer Kunden, identifizieren ungenutzte Potenziale und entwickeln eine maßgeschneiderte Wachstumsroadmap. Bei der Umsetzung unterstützen unsere erfahrenen Experten. Durch laufende Kontrolle und Optimierung der individuellen Wachstumsstrategie sorgen wir für nachhaltigen Erfolg.

▶ WAS UNS AUSZEICHNET:
Wir kennen die Erfolgsrezepte, aber auch die Fallstricke digitaler Skalierung. Unsere Erfahrung aus der Arbeit mit Marktführern, Startups und Hidden Champions haben wir zu einem praxiserprobten Wachstumsansatz verdichtet. Unser Anspruch: messbare Ergebnisse in kurzer Zeit — kein Beratungsgeschwätz, sondern Wachstum mit System.";7.5;high;German digital growth agency focused on lead generation, e‑commerce optimization and UX for mid-sized companies, with clear DACH presence and B2B positioning. Likely project/retainer fees support outbound economics and they can onboard multiple clients. However, offering is somewhat generic in a crowded agency market, slightly reducing fit.;0.013692;0.003692;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
Christliche Gewerkschaft Metall;12;nonprofit organization management;http://www.cgm.de;http://www.linkedin.com/company/christliche-gewerkschaft-metall;12 Jahnstrasse;Stuttgart;Baden-Wuerttemberg;Germany;70597;12 Jahnstrasse, Stuttgart, Baden-Wuerttemberg, Germany, 70597;sozialrecht, betriebsratsarbeit, arbeitnehmervertretung, arbeitsrecht, tarifvertraege, tarifarbeit, non-profit organizations, gewerkschaftliche verhandlungstaktik, tarifverhandlungsstrategie, arbeitsplatzgestaltung, arbeitsplatzschutz, tarifverträge, handwerksarbeit, mitgliedschaft, sozialpartnerschaft, trade associations, industriearbeit, gewerkschaftliche tarifpolitik, arbeitsrechtliche vertretung, tarifpolitik, arbeitsplatzpolitik, tarifverträge metallindustrie, mitgliedervorteile, betriebsrat, labor unions, gewerkschaft, arbeitsplatzinteressen, tarifbindung, arbeitsplatzvertretung, tarifverträge für elektroindustrie, tarifverhandlung, arbeitsplatzqualität, arbeitsrechtsschutz, arbeitszeitregelung, professional organizations, betriebsarbeit, arbeitsbedingungen, gewerkschaftsarbeit, arbeitsplatzentwicklung, soziale gerechtigkeit, arbeitszeitregelungen, arbeitsplatz, arbeitsplatzförderung, tarifverhandlungen, arbeitsplatzsicherung im handwerk, arbeitsplatzsicherung, arbeitszeit, mitgliederberatung, arbeitsplatzsicherheit, tarifbindung in der metallbranche, b2b, non-profit, services, labor unions and similar labor organizations, nonprofit organization management, civic & social organization;;"Die Christliche Gewerkschaft Metall (CGM) ist kompetenter Interessenvertreter in den Industriebereichen Metall, Elektro, Stahl und IT, sowie in den jeweiligen Handwerksbetrieben.

Auf der Grundlage der christlichen Soziallehre, deren Fundament die Würde des Menschen ist, setzen wir unseren reichen Erfahrungsschatz in der Arbeitnehmervertretung seit 1899 für die Belange und Interessen der Arbeitnehmerinnen und Arbeitnehmer in Deutschland ein.

Die CGM sind Menschen, wie Du und ich, die es sich zur Aufgabe gemacht haben, genauer hinzuhören, genauer hinzusehen und sich der Probleme unserer Kolleginnen und Kollegen anzunehmen. Wir unterstützen unsere Mitglieder von Mensch zu Mensch in Belangen ihres Arbeitslebens. Gerade in Zeiten fortschreitender Technologisierung, mobilen Arbeitens,  komplexeren Anforderungen an den Arbeitsschutz im Betrieb, sowie den sich ständig wandelnden Rahmenbedingungen, unter denen wir Menschen tätig sind, setzen wir uns als Gewerkschafter für sozialverträgliche Standards am Arbeitsplatz ein.

Die Christliche Gewerkschaft Metall (CGM) vertritt nachhaltig die Interessen ihrer Mitglieder. Wir sind ein zuverlässiger, vernünftiger und vor allem unabhängiger Partner. Der Einsatz für ein möglichst förderliches Arbeitsleben und einen Ruhestand, der diesen Namen verdient, ist uns ein Herzensanliegen.

Wir gewähren Arbeits- und Sozialrechtsschutz und verfolgen eine moderne und gute Tarifarbeit, weil der Mensch das Zentrum unseres Tuns und Handelns ist. Unser erklärtes Ziel ist es, den Wirtschaftsstandort Deutschland für uns und die nachfolgenden Generationen zu sichern. Wir wirken an der Gestaltung einer zukünftigen marktwirtschaftlichen Arbeitswelt mit, die ökologisch und sozial ist, damit Lebensqualität und Arbeit zusammenkommen.";9.0;high;CGM is a large German e‑health software provider with HQ in Koblenz, strong DACH footprint and offices across Germany, Austria and Switzerland. It sells enterprise and SME software to doctors, pharmacies, labs and hospitals with highly recurring, high-value contracts and large DACH TAM. Delivery is productized SaaS with many customers, so onboarding 10+ per month is realistic. Clear B2B, strong innovation and compelling ROI story make it an excellent outbound calling target.;0.01501;0.00501;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
DeFraWater GmbH;7;renewables & environment;http://www.defrawater.com;http://www.linkedin.com/company/defrawater;13 Werkstrasse;Seevetal;Lower Saxony;Germany;21218;13 Werkstrasse, Seevetal, Lower Saxony, Germany, 21218;ultrafiltration, dfct module, membrane solution, reverse osmosis, leachate, sw module, nanofiltration, waste water treatment, dt module, spiral wound membrane, dtg module, ts module, equivalent to st module, triple s module, desalination, high-pressure membrane modules, remote monitoring, water quality standards, skid-mounted desalination units, membrane module customization, chemical dosing, two-pass uf+ro, custom membrane solutions, desalination membranes, membrane technology, spare parts and maintenance, containerized treatment units, membrane filtration units, offshore platform water systems, customized membrane modules, membrane cleaning systems, customized membrane solutions, water treatment, leachate treatment, membrane modules, system operation support, advanced water treatment solutions, data logging and trends, industrial process water, marine water standards, plc upgrade services, offshore water treatment, marine water quality compliance, trend data analysis, automated leachate treatment, ultrafiltration pre-treatment, retrofitting existing plants, disinfection services, industrial water purification, leachate membrane treatment, leachate membrane filtration, wastewater treatment, uf+ro units, industrial wastewater treatment, automated membrane cleaning, marine and offshore, industrial wastewater filtration, uf+ro, marine water systems, industrial process water quality, membrane filtration, system automation, water purification, industrial water quality, water treatment certification, water treatment consultancy, water treatment automation, water reuse systems, water treatment technology, water quality improvement, potable water production, membrane modules customization, marine desalination units, offshore water units, water quality sensors, system operation and support, water purification systems, spare parts supply, open channel modules, ultra-pure water generation, marine water desalination, plc programming, membrane module innovation, industrial manufacturing, dfct open channel module, system maintenance, contaminated water cleaning, skid-mounted systems, wastewater reuse, desalination plant design, water treatment plants, environmental services, marine water treatment, containerized water plants, software control systems, open channel technology, spare parts logistics, automated water treatment, containerized treatment plants, offshore water systems, desalination for navy vessels, b2b, consulting, services, water supply and irrigation systems, renewables & environment, water supply & irrigation systems;;"DeFraWater GmbH was founded in 2013 by Denis QUEF & Frank PAPE. The combined experience of over 15 years in the water treatment industry with membranes and membrane chemical sales.

The company is specialized in fresh water and waste water treatment solutions. That experience has been acquired over many years together with the market leader in open channel membrane technology. The DeFraWater® team proudly delivers solutions at an international level.

Further to supplying technological solution, the leading aim from the team is to supply an efficient and cost effective after sales support. Our experience in the different sectors allows us to supply a quick solution and answer to the customer's challenges. Either the challenge is looking for a treatment solution to a waste water stream, operation of plants or trouble shooting of systems till the supply of spares and chemicals.";7.5;high;"German GmbH selling membrane-based water treatment systems (desalination, landfill leachate, industrial wastewater) to industrial and marine B2B customers. Clear DACH base, >85 customers in 15+ countries and standardized UF/RO units suggest scalable delivery and sufficient ACV/LTV for outbound. Niche is technical but value (clean water, compliance) is phone-pitchable; market is sizable yet somewhat specialized, so score just below “dream” tier.";0.014977;0.004977;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
